trans_id,lang,translation
戸河内落合,ja-Hrkt,とごうちおちあい
戸河内落合,en,Togochi Ochiai
戸河内落合,ko,도고치 오치아이
戸河内落合,zh-ch,户河内落合
戸河内落合,zh-tw,戶河內落合
鈴が峰住宅,ja,鈴が峰住宅
鈴が峰住宅,ja-Hrkt,すずがみねじゅうたく
上二河町,ja,上二河町
上二河町,ja-Hrkt,かみにこうちょう
古市小学校前,ja,古市小学校前
古市小学校前,ja-Hrkt,ふるいちしょうがっこ
野呂山学園前,ja,野呂山学園前
野呂山学園前,ja-Hrkt,のろさんがくえんまえ
柞木,ja,柞木
柞木,ja-Hrkt,ほうそぎ
佐伯区民文化センター前,ja,佐伯区民文化センター前
佐伯区民文化センター前,ja-Hrkt,さえきくみんぶんかせんた－まえ
横川駅前,ja,横川駅前
横川駅前,ja-Hrkt,よこがわえきまえ
楠那町,en,Kusunacho
楠那町,ko,구스나초
楠那町,zh-ch,楠那町
楠那町,zh-tw,楠那町
吾妻１丁目,ja,吾妻１丁目
吾妻１丁目,ja-Hrkt,あずまいっちょうめ
吾妻１丁目,en,Azuma-itchome (Azuma 1)
吾妻１丁目,ko,아즈마 1초메
吾妻１丁目,zh-ch,吾妻1丁目
吾妻１丁目,zh-tw,吾妻1丁目
野間園前,ja,野間園前
野間園前,ja-Hrkt,のまえんまえ
草津病院入口,ja,草津病院入口
草津病院入口,ja-Hrkt,くさつびょういんいりぐち
旭ヶ丘団地入口,ja,旭ヶ丘団地入口
旭ヶ丘団地入口,ja-Hrkt,あさひがおかだんちいりぐち
旭ヶ丘団地入口,en,Asahigaoka Danchi-iriguchi
旭ヶ丘団地入口,ko,아사히가오카 단치 이리구치
旭ヶ丘団地入口,zh-ch,旭丘团地入口
旭ヶ丘団地入口,zh-tw,旭丘團地入口
出汐三丁目,ja,出汐三丁目
出汐三丁目,ja-Hrkt,でしおさんちょうめ
中広町,en,Nakahiromachi
中広町,ko,나카히로마치
中広町,zh-ch,中广町
中広町,zh-tw,中廣町
藤の木団地入口,ja,藤の木団地入口
藤の木団地入口,ja-Hrkt,ふじのきだんちいりぐち
東本浦,ja,東本浦
東本浦,ja-Hrkt,ひがしほんうら
鈴が峰第三歩道橋,ja,鈴が峰第三歩道橋
鈴が峰第三歩道橋,ja-Hrkt,すずがみねだいさんほどうきょう
中筋駅,ja,中筋駅
中筋駅,ja-Hrkt,なかすじえき
白島九軒町,ja,白島九軒町
白島九軒町,ja-Hrkt,はくしまくけんちょう
白島九軒町,en,Hakushima Kukencho
白島九軒町,ko,하쿠시마 쿠켄초
白島九軒町,zh-ch,白岛九轩町
白島九軒町,zh-tw,白島九軒町
矢賀駅入口,ja,矢賀駅入口
矢賀駅入口,ja-Hrkt,やがえきいりくぐち
東雲本町一丁目,ja,東雲本町一丁目
東雲本町一丁目,ja-Hrkt,しののめほんまちいっちょうめ
戸坂小学校,en,Hesaka Shogakko (Hesaka Elementary School)
戸坂小学校,ko,헤사카 초등학교
戸坂小学校,zh-ch,户坂小学
戸坂小学校,zh-tw,戶阪小學
下久日市,ja,下久日市
下久日市,ja-Hrkt,しもさかいち
下河内,ja,下河内
下河内,ja-Hrkt,しもごうち
東片山町,ja,東片山町
東片山町,ja-Hrkt,ひがしかたやまちょう
向洋新町車庫,ja,向洋新町車庫
向洋新町車庫,ja-Hrkt,むかいなだしんまちしゃこ
新畑,en,Shimbata
新畑,ko,신바타 （구레 시)
新畑,zh-ch,新畑（吴市）
新畑,zh-tw,新畑（吳市）
和庄１丁目,ja,和庄１丁目
和庄１丁目,ja-Hrkt,わしょういっちょうめ
段原中央,en,Dambara-chuo
段原中央,ko,단바라 추오
段原中央,zh-ch,段原中央
段原中央,zh-tw,段原中央
古市駅,ja,古市駅
古市駅,ja-Hrkt,ふるいちえき
安芸府中高校入口,ja,安芸府中高校入口
安芸府中高校入口,ja-Hrkt,あきふちゅうこうこういりぐち
大手町四丁目,en,Otemachi-yonchome (Otemachi 4)
大手町四丁目,ko,오테마치 4초메
大手町四丁目,zh-ch,大手町四丁目
大手町四丁目,zh-tw,大手町四丁目
矢賀新町二丁目,en,Yaga-shinmachi-nichome (Yaga-shinmachi 2)
矢賀新町二丁目,ko,야가 신마치 2초메
矢賀新町二丁目,zh-ch,矢贺新町二丁目
矢賀新町二丁目,zh-tw,矢賀新町二丁目
釣士田南,ja,釣士田南
釣士田南,ja-Hrkt,りょうしだみなみ
鹿籠,ja,鹿籠
鹿籠,ja-Hrkt,こごもり
水産海洋技術センター入口,ja,水産海洋技術センター入口
水産海洋技術センター入口,ja-Hrkt,すいさんかいようぎじゅつせんたー
水産海洋技術センター入口,en,Suisan Kaiyo Gijutsu Center-iriguchi
水産海洋技術センター入口,ko,스이산 카이요 기주쓰 센터 이리구치
水産海洋技術センター入口,zh-ch,水产海洋技术中心入口
水産海洋技術センター入口,zh-tw,水產海洋技術中心入口
魚切ダム,ja,魚切ダム
魚切ダム,ja-Hrkt,うおきりだむ
五月が丘四丁目中,ja,五月が丘四丁目中
五月が丘四丁目中,ja-Hrkt,さつきがおかよんちょうめなか
古江,ja,古江
古江,ja-Hrkt,ふるえ
三宅,ja,三宅
三宅,ja-Hrkt,みやけ
県営あさひが丘住宅,ja,県営あさひが丘住宅
県営あさひが丘住宅,ja-Hrkt,けんえいあさひがおかじゅうたく
下沖,ja,下沖
下沖,ja-Hrkt,したおき
祇園大橋北,ja,祇園大橋北
祇園大橋北,ja-Hrkt,ぎおんおおはしきた
祇園大橋北,en,Gion-ohashi-kita
祇園大橋北,ko,기온 오하시 키타
祇園大橋北,zh-ch,祇园大桥北
祇園大橋北,zh-tw,祇園大橋北
下田布神社前,ja,下田布神社前
下田布神社前,ja-Hrkt,しもたぶじんじゃまえ
大白明橋,ja,大白明橋
大白明橋,ja-Hrkt,おおしらけばし
大白明橋,en,Oshirakebashi
大白明橋,ko,오시라케바시
大白明橋,zh-ch,大白明桥
大白明橋,zh-tw,大白明橋
緑ヶ丘上,ja,緑ヶ丘上
緑ヶ丘上,ja-Hrkt,みどりがおかかみ
五月が丘四丁目,ja,五月が丘四丁目
五月が丘四丁目,ja-Hrkt,さつきがおかよんちょうめ
五月が丘四丁目,en,Satsukigaoka-yonchome (Satsukigaoka 4)
五月が丘四丁目,ko,사쓰키가오카 4초메
五月が丘四丁目,zh-ch,五月丘四丁目
五月が丘四丁目,zh-tw,五月丘四丁目
和庄登町,ja,和庄登町
和庄登町,ja-Hrkt,わしょうのぼりまち
宮園西,ja,宮園西
宮園西,ja-Hrkt,みやぞのにし
田中町,ja,田中町
田中町,ja-Hrkt,たなかまち
田中町,en,Tanakamachi
田中町,ko,다나카마치
田中町,zh-ch,田中町
田中町,zh-tw,田中町
今津,ja,今津
今津,ja-Hrkt,いまづ
今津,en,Imazu
今津,ko,이마즈
今津,zh-ch,今津
今津,zh-tw,今津
高井,en,Takai
高井,ko,다카이
高井,zh-ch,高井
高井,zh-tw,高井
宮園中央,ja,宮園中央
宮園中央,ja-Hrkt,みやぞのちゅうおう
大杉,ja,大杉
大杉,ja-Hrkt,おおすぎ
佐東出張所口,ja,佐東出張所口
佐東出張所口,ja-Hrkt,さとうしゅっちょうし
佐東出張所口,en,Sato Shutchosho-guchi
佐東出張所口,ko,사토 슛초쇼 구치
佐東出張所口,zh-ch,佐东办事处口
佐東出張所口,zh-tw,佐東辦事處口
中通２丁目,ja,中通２丁目
中通２丁目,ja-Hrkt,なかどおりにちょうめ
中通２丁目,en,Nakadori-nichome (Nakadori 2)
中通２丁目,ko,나카도리 2초메
中通２丁目,zh-ch,中通2丁目
中通２丁目,zh-tw,中通2丁目
矢野ニュータウン中,ja,矢野ニュータウン中
矢野ニュータウン中,ja-Hrkt,やのにゅーたうんなか
日本製鉄前,en,Nippon Seitetsu-mae (Nippon Steel)
日本製鉄前,ko,일본제철 마에
日本製鉄前,zh-ch,日本制铁前
日本製鉄前,zh-tw,日本製鐵前
水内口,ja,水内口
水内口,ja-Hrkt,みのちぐち
中地大橋,ja,中地大橋
中地大橋,ja-Hrkt,なかじおおはし
中地大橋,en,Nakaji-ohashi
中地大橋,ko,나카지 오하시
中地大橋,zh-ch,中地大桥
中地大橋,zh-tw,中地大橋
町田,ja,町田
町田,ja-Hrkt,まちだ
町田,en,Machida
町田,ko,마치다
町田,zh-ch,町田
町田,zh-tw,町田
倉橋本浦,ja,倉橋本浦
倉橋本浦,ja-Hrkt,くらはしほんうら
倉橋本浦,en,Kurahashi Honura
倉橋本浦,ko,구라하시 혼우라
倉橋本浦,zh-ch,仓桥本浦
倉橋本浦,zh-tw,倉橋本浦
松ヶ丘団地,ja,松ヶ丘団地
松ヶ丘団地,ja-Hrkt,まつがおかだんち
城山,ja,城山
城山,ja-Hrkt,じょうやま
的場町,en,Matobacho
的場町,ko,마토바초
的場町,zh-ch,的场町
的場町,zh-tw,的場町
白岳入口,ja,白岳入口
白岳入口,ja-Hrkt,しらたけいりぐち
白岳入口,en,Shiratake-iriguchi
白岳入口,ko,시라타케 이리구치
白岳入口,zh-ch,白岳入口
白岳入口,zh-tw,白嶽入口
河内下原,ja,河内下原
河内下原,ja-Hrkt,こうちしもばら
下向上,en,Shimomukai-kami
下向上,ko,시모무카이카미
下向上,zh-ch,下向上
下向上,zh-tw,下向上
上河内,ja,上河内
上河内,ja-Hrkt,かみごうち
上河内,en,Kami-gochi
上河内,ko,가미고치
上河内,zh-ch,上河内
上河内,zh-tw,上河內
八木小学校前,ja,八木小学校前
八木小学校前,ja-Hrkt,やぎしょうがっこうまえ
八木小学校前,en,Yagi Shogakko-mae (Yagi Elementary School)
八木小学校前,ko,야기 초등학교
八木小学校前,zh-ch,八木小学
八木小学校前,zh-tw,八木小學
箕角下,ja,箕角下
箕角下,ja-Hrkt,みのすみしも
箕角下,en,Minosumi-shimo
箕角下,ko,미노스미 시모
箕角下,zh-ch,箕角下
箕角下,zh-tw,箕角下
千代田西,ja,千代田西
千代田西,ja-Hrkt,ちよだにし
上山手橋,ja,上山手橋
上山手橋,ja-Hrkt,かみやまてばし
水無,ja,水無
水無,ja-Hrkt,みずなし
三菱団地中,ja,三菱団地中
三菱団地中,ja-Hrkt,みつびしだんちなか
三菱団地中,en,Mitsubishi Danchi-naka
三菱団地中,ko,미쓰비시 단치 나카
三菱団地中,zh-ch,三菱团地中
三菱団地中,zh-tw,三菱團地中
グランドハイツ前,en,Grand Heights-mae
グランドハイツ前,ko,그랜드하이츠 마에
グランドハイツ前,zh-ch,Grand Heights前
グランドハイツ前,zh-tw,Grand Heights前
東区役所前,ja,東区役所前
東区役所前,ja-Hrkt,ひがしくやくしょまえ
中地,ja,中地
中地,ja-Hrkt,なかじ
中地,en,Nakaji
中地,ko,나카지
中地,zh-ch,中地
中地,zh-tw,中地
宮原９丁目,en,Miyahara-kyuchome (Miyahara 9)
宮原９丁目,ko,미야하라 9초메
宮原９丁目,zh-ch,宫原9丁目
宮原９丁目,zh-tw,宮原9丁目
久日市,ja,久日市
久日市,ja-Hrkt,さかいち
皆賀,en,Minaga
皆賀,ko,미나가
皆賀,zh-ch,皆贺
皆賀,zh-tw,皆賀
下田布神社前,en,Shimotabu Jinja-mae (Shimotabu Jinja Shrine)
下田布神社前,ko,시모타부진자 신사
下田布神社前,zh-ch,下田布神社前
下田布神社前,zh-tw,下田布神社前
西税務署入口,ja,西税務署入口
西税務署入口,ja-Hrkt,にしぜいむしょいりぐち
西税務署入口,en,Nishi Zeimusho-iriguchi (Nishi Tax Office)
西税務署入口,ko,니시 세무서
西税務署入口,zh-ch,西税务署入口
西税務署入口,zh-tw,西稅務署入口
木次高速,ja,木次高速
木次高速,ja-Hrkt,きすきこうそく
公園通り入口,ja,公園通り入口
公園通り入口,ja-Hrkt,こうえんどおりいりぐち
田方,ja,田方
田方,ja-Hrkt,たがた
戸河内小学校,ja,戸河内小学校
戸河内小学校,ja-Hrkt,とごうちしょうがっこう
戸河内小学校,en,Togochi Shogakko(Togochi Elementary School )
戸河内小学校,ko,도고치 초등학교
戸河内小学校,zh-ch,户河内小学
戸河内小学校,zh-tw,戶河內小學
花の季台中央公園,ja,花の季台中央公園
花の季台中央公園,ja-Hrkt,はなのきだいちゅうおうこうえん
佐原田,ja,佐原田
佐原田,ja-Hrkt,さわらでん
佐原田,en,Sawaraden
佐原田,ko,사와라덴
佐原田,zh-ch,佐原田
佐原田,zh-tw,佐原田
戸谷,en,Todani
戸谷,ko,도다니
戸谷,zh-ch,户谷
戸谷,zh-tw,戶谷
鶴羽根神社前,ja,鶴羽根神社前
鶴羽根神社前,ja-Hrkt,つるはねじんじゃまえ
米子駅,ja,米子駅
米子駅,ja-Hrkt,よなごえき
米子駅,en,Yonago Sta.
米子駅,ko,요나고 역
米子駅,zh-ch,米子站
米子駅,zh-tw,米子站
邇保姫神社入口,ja,邇保姫神社入口
邇保姫神社入口,ja-Hrkt,にほひめじんじゃいりぐち
入川,ja,入川
入川,ja-Hrkt,いりかわ
入川,en,Irikawa
入川,ko,이리카와
入川,zh-ch,入川
入川,zh-tw,入川
安芸太田病院,ja,安芸太田病院
安芸太田病院,ja-Hrkt,あきおおたびょういん
安芸太田病院,en,Akiota Byoin(Akiota Hospital)
安芸太田病院,ko,아키오타병원
安芸太田病院,zh-ch,安艺太田医院
安芸太田病院,zh-tw,安藝太田醫院
オークアリーナ入口,en,Oak Arena-iriguchi
オークアリーナ入口,ko,오크 아리나 이리구치
オークアリーナ入口,zh-ch,吴市综合体育馆""Oak Arena""入口
オークアリーナ入口,zh-tw,吳市綜合體育館""Oak Arena""入口
昭和市民センター,ja,昭和市民センター
昭和市民センター,ja-Hrkt,しょうわしみんせんたー
東観音台下,ja,東観音台下
東観音台下,ja-Hrkt,ひがしかんのんだいしも
藤の木団地,ja,藤の木団地
藤の木団地,ja-Hrkt,ふじのきだんち
梅林小学校前,en,Bairin Shogakko-mae (Bairin Elementary School)
梅林小学校前,ko,바이린 초등학교
梅林小学校前,zh-ch,梅林小学前
梅林小学校前,zh-tw,梅林小學前
新宮苑,ja,新宮苑
新宮苑,ja-Hrkt,しんぐうえん
伏郷,ja,伏郷
伏郷,ja-Hrkt,ふしごう
伏郷,en,Fushigo
伏郷,ko,후시고
伏郷,zh-ch,伏乡
伏郷,zh-tw,伏鄉
山水苑,ja,山水苑
山水苑,ja-Hrkt,さんすいえん
下町屋,ja,下町屋
下町屋,ja-Hrkt,しもまちや
八幡東小学校,ja,八幡東小学校
八幡東小学校,ja-Hrkt,やはたひがししょうがっこう
保井田,en,Hoida
保井田,ko,호이다
保井田,zh-ch,保井田
保井田,zh-tw,保井田
戸河内ＩＣバスセンター,ja,戸河内ＩＣバスセンター
戸河内ＩＣバスセンター,ja-Hrkt,とごうちあいしーばすせんたー
戸河内ＩＣバスセンター,en,Togochi IC Bus Center
戸河内ＩＣバスセンター,ko,도고치 IC 버스센터
戸河内ＩＣバスセンター,zh-ch,户河内IC巴士中心
戸河内ＩＣバスセンター,zh-tw,戶河內IC巴士中心
府中永田転回場,ja,府中永田転回場
府中永田転回場,ja-Hrkt,ふちゅうながたてんかいじょう
府中永田転回場,en,Fuchu Nagata Tenkaiba
府中永田転回場,ko,후추 나가타 텐카이바
府中永田転回場,zh-ch,府中永田转回场
府中永田転回場,zh-tw,府中永田轉回場
上根峠,ja,上根峠
上根峠,ja-Hrkt,かみねとうげ
新井口駅,ja,新井口駅
新井口駅,ja-Hrkt,しんいのくちえき
新井口駅,en,Shin-inokuchi Sta.
新井口駅,ko,신이노구치 역
新井口駅,zh-ch,新井口站
新井口駅,zh-tw,新井口站
出汐一丁目,ja,出汐一丁目
出汐一丁目,ja-Hrkt,でしおいっちょうめ
湯来川角,ja,湯来川角
湯来川角,ja-Hrkt,ゆきかわすみ
白神社前,ja,白神社前
白神社前,ja-Hrkt,しらかみしゃまえ
白神社前,en,Shirakamisha-mae
白神社前,ko,시라카미샤 마에
白神社前,zh-ch,白神社前
白神社前,zh-tw,白神社前
新郡橋,ja,新郡橋
新郡橋,ja-Hrkt,しんこおりばし
西原,en,Nishihara
西原,ko,니시하라
西原,zh-ch,西原
西原,zh-tw,西原
山陽学園前,ja,山陽学園前
山陽学園前,ja-Hrkt,さんようがくえんまえ
山陽学園前,en,Sanyo Gakuen-mae
山陽学園前,ko,산요 학원
山陽学園前,zh-ch,山阳学园前
山陽学園前,zh-tw,山陽學園前
中萩原,ja,中萩原
中萩原,ja-Hrkt,なかはぎはら
西翠町,en,Nishi-midorimachi
西翠町,ko,니시미도리마치
西翠町,zh-ch,西翠町
西翠町,zh-tw,西翠町
串山,ja,串山
串山,ja-Hrkt,くしやま
串山,en,Kushiyama
串山,ko,구시야마
串山,zh-ch,串山
串山,zh-tw,串山
西中央３丁目,ja,西中央３丁目
西中央３丁目,ja-Hrkt,にしちゅうおうさんちょうめ
近隣公園前,ja,近隣公園前
近隣公園前,ja-Hrkt,きんりんこうえんまえ
中畑,ja,中畑
中畑,ja-Hrkt,なかはた
大須三丁目,en,Osu-sanchome (Osu 3)
大須三丁目,ko,오스 3초메
大須三丁目,zh-ch,大须三丁目
大須三丁目,zh-tw,大須三丁目
昭和入口,ja,昭和入口
昭和入口,ja-Hrkt,しょうわいりぐち
入川橋,ja,入川橋
入川橋,ja-Hrkt,いりかわばし
矢野ニュータウン公園,ja,矢野ニュータウン公園
矢野ニュータウン公園,ja-Hrkt,やのにゅーたうんこうえん
熊野営業所,ja,熊野営業所
熊野営業所,ja-Hrkt,くまのえいぎょうしょ
三篠町三丁目,en,Misasamachi-sanchome (Misasamachi 3)
三篠町三丁目,ko,미사사마치 3초메
三篠町三丁目,zh-ch,三筱町三丁目
三篠町三丁目,zh-tw,三筱町三丁目
薬師が丘団地上,ja,薬師が丘団地上
薬師が丘団地上,ja-Hrkt,やくしがおかだんちかみ
阿品台入口,ja,阿品台入口
阿品台入口,ja-Hrkt,あじなだいいりぐち
阿品台入口,en,Ajinadai-iriguchi
阿品台入口,ko,아지나다이 이리구치
阿品台入口,zh-ch,阿品台入口
阿品台入口,zh-tw,阿品臺入口
青崎一丁目,ja,青崎一丁目
青崎一丁目,ja-Hrkt,あおさきいっちょうめ
青崎一丁目,en,Aosaki-itchome (Aosaki 1)
青崎一丁目,ko,아오사키 1초메
青崎一丁目,zh-ch,青崎一丁目
青崎一丁目,zh-tw,青崎一丁目
堀越三丁目,ja,堀越三丁目
堀越三丁目,ja-Hrkt,ほりこしさんちょうめ
町屋記念碑前,ja,町屋記念碑前
