trans_id,lang,translation
宇津,zh-tw,宇津
可部中学校前,ja,可部中学校前
可部中学校前,ja-Hrkt,かべちゅうがっこうまえ
城南中学校前,en,Jonan Chugakko-mae (Jonan Junior High School)
城南中学校前,ko,조난 중학교
城南中学校前,zh-ch,城南中学前
城南中学校前,zh-tw,城南中學前
五月が丘二丁目,ja,五月が丘二丁目
五月が丘二丁目,ja-Hrkt,さつきがおかにちょうめ
こころ南中央,ja,こころ南中央
こころ南中央,ja-Hrkt,こころみなみちゅうおう
下土居,en,Shimo-doi
下土居,ko,시모도이
下土居,zh-ch,下土居
下土居,zh-tw,下土居
東区スポ－ツセンタ－前,ja,東区スポ－ツセンタ－前
東区スポ－ツセンタ－前,ja-Hrkt,ひがしくすぽ－つせんた－まえ
東区スポ－ツセンタ－前,en,Higashiku Sports Center-mae
東区スポ－ツセンタ－前,ko,히가시쿠 스포츠센터 마에
東区スポ－ツセンタ－前,zh-ch,东区体育中心前
東区スポ－ツセンタ－前,zh-tw,東區體育中心前
緑ヶ丘,en,Midorigaoka
緑ヶ丘,ko,미도리가오카
緑ヶ丘,zh-ch,绿丘
緑ヶ丘,zh-tw,綠丘
日浦口,ja,日浦口
日浦口,ja-Hrkt,ひうらぐち
豊平支所,ja,豊平支所
豊平支所,ja-Hrkt,とよひらししょ
林病院,ja,林病院
林病院,ja-Hrkt,はやしびょういん
上大野,ja,上大野
上大野,ja-Hrkt,かみおおの
湯来ロッジ前,ja,湯来ロッジ前
湯来ロッジ前,ja-Hrkt,ゆきろっじまえ
湯来ロッジ前,en,Yuki Lodge-mae
湯来ロッジ前,ko,유키 로지마에
湯来ロッジ前,zh-ch,汤来山中休息所前
湯来ロッジ前,zh-tw,湯來山中休息所前
宮原中学校前,ja,宮原中学校前
宮原中学校前,ja-Hrkt,みやはらちゅうがっこうまえ
勤住橋,ja,勤住橋
勤住橋,ja-Hrkt,きんじゅうばし
勤住橋,en,Kinjubashi
勤住橋,ko,긴주바시
勤住橋,zh-ch,勤住桥
勤住橋,zh-tw,勤住橋
三次稲荷町,ja,三次稲荷町
三次稲荷町,ja-Hrkt,みよしいなりまち
三次稲荷町,en,Miyoshi Inarimachi
三次稲荷町,ko,미요시 이나리마치
三次稲荷町,zh-ch,三次稻荷町
三次稲荷町,zh-tw,三次稻荷町
鶴羽根神社前,en,Tsuruhane Jinja-mae (Tsuruhane Jinja Shrine)
鶴羽根神社前,ko,쓰루하네진자 신사
鶴羽根神社前,zh-ch,鹤羽根神社前
鶴羽根神社前,zh-tw,鶴羽根神社前
遅越,en,Osogoe
遅越,ko,오소고에
遅越,zh-ch,迟越
遅越,zh-tw,遲越
下小峠,ja,下小峠
下小峠,ja-Hrkt,しもこだお
総合グランド入口,ja,総合グランド入口
総合グランド入口,ja-Hrkt,そうごうぐらんどいりぐち
総合グランド入口,en,Sogo Ground-iriguchi
総合グランド入口,ko,소고 그라운드 이리구치
総合グランド入口,zh-ch,综合运动场入口
総合グランド入口,zh-tw,綜合運動場入口
勝田,ja,勝田
勝田,ja-Hrkt,かつた
南ハイツ入口,ja,南ハイツ入口
南ハイツ入口,ja-Hrkt,みなみはいついりぐち
青山町,ja,青山町
青山町,ja-Hrkt,あおやまちょう
青山町,en,Aoyamacho
青山町,ko,아오야마초
青山町,zh-ch,青山町
青山町,zh-tw,青山町
中央６丁目,ja,中央６丁目
中央６丁目,ja-Hrkt,ちゅうおうろくちょうめ
ふじタウン北,en,Fuji Town-kita
ふじタウン北,ko,후지타운 키타
ふじタウン北,zh-ch,Fuji Town北
ふじタウン北,zh-tw,Fuji Town北
昭和市民センター前,en,Showa Shimin Center-mae
昭和市民センター前,ko,쇼와 시민센터
昭和市民センター前,zh-ch,昭和市民中心前
昭和市民センター前,zh-tw,昭和市民中心前
三菱団地入口,ja,三菱団地入口
三菱団地入口,ja-Hrkt,みつびしだんちいりぐち
三菱団地入口,en,Mitsubishi Danchi-iriguchi
三菱団地入口,ko,미쓰비시 단치
三菱団地入口,zh-ch,三菱团地入口
三菱団地入口,zh-tw,三菱團地入口
ゆうゆうタウン商店街,ja,ゆうゆうタウン商店街
ゆうゆうタウン商店街,ja-Hrkt,ゆうゆうたうんしょうてんがい
ゆうゆうタウン商店街,en,Yuyu Town Shotengai (Yuyu Town Shopping Street)
ゆうゆうタウン商店街,ko,유유 타운 상가
ゆうゆうタウン商店街,zh-ch,悠悠Town商业街
ゆうゆうタウン商店街,zh-tw,悠悠Town商業街
県営あさひが丘住宅,en,Kenei Asahigaoka Jutaku
県営あさひが丘住宅,ko,겐에이 아사히가오카 주타쿠
県営あさひが丘住宅,zh-ch,县营旭丘住宅
県営あさひが丘住宅,zh-tw,縣營旭丘住宅
宮原１１丁目,ja,宮原１１丁目
宮原１１丁目,ja-Hrkt,みやはらじゅういっちょうめ
広域公園テニスコート,ja,広域公園テニスコート
広域公園テニスコート,ja-Hrkt,こういきこうえんてにすこーとはなのきだいいりぐち
北県営住宅前,ja,北県営住宅前
北県営住宅前,ja-Hrkt,きたけんえいじゅうたくまえ
北県営住宅前,en,Kita-kenei Jutaku-mae
北県営住宅前,ko,기타 켄에이 주타쿠 마에
北県営住宅前,zh-ch,北县营住宅前
北県営住宅前,zh-tw,北縣營住宅前
黒折,ja,黒折
黒折,ja-Hrkt,くろおり
黒折,en,Kuroori
黒折,ko,구로오리
黒折,zh-ch,黑折
黒折,zh-tw,黑折
西区役所前,ja,西区役所前
西区役所前,ja-Hrkt,にしくやくしょまえ
熊野消防署前,en,Kumano Shobosho-mae (Kumano Fire Station)
熊野消防署前,ko,구마노 소방서
熊野消防署前,zh-ch,熊野消防署前
熊野消防署前,zh-tw,熊野消防署前
請石,ja,請石
請石,ja-Hrkt,うけいし
地方,ja,地方
地方,ja-Hrkt,じがた
鈴張市,ja,鈴張市
鈴張市,ja-Hrkt,すずはりいち
鈴張市,en,Suzuhariichi
鈴張市,ko,스즈하리이치
鈴張市,zh-ch,铃张市
鈴張市,zh-tw,鈴張市
東雲二丁目,en,Shinonome-nichome (Shinonome 2)
東雲二丁目,ko,시노노메 2초메
東雲二丁目,zh-ch,东云二丁目
東雲二丁目,zh-tw,東雲二丁目
三菱団地上,ja,三菱団地上
三菱団地上,ja-Hrkt,みつびしだんちかみ
下久日市,en,Shimosakaichi
下久日市,ko,시모사카이치
下久日市,zh-ch,下久日市
下久日市,zh-tw,下久日市
橋詰橋,ja,橋詰橋
橋詰橋,ja-Hrkt,はしづめばし
城ヶ丘入口,en,Jogaoka-iriguchi
城ヶ丘入口,ko,조가오카 이리구치
城ヶ丘入口,zh-ch,城丘入口
城ヶ丘入口,zh-tw,城丘入口
五郎丸橋,ja,五郎丸橋
五郎丸橋,ja-Hrkt,ごろうまるばし
天満町,ja,天満町
天満町,ja-Hrkt,てんまちょう
矢野駅入口,ja,矢野駅入口
矢野駅入口,ja-Hrkt,やのえきくりぐち
横川新町,ja,横川新町
横川新町,ja-Hrkt,よこがわしんまち
横川新町,en,Yokogawa-shinmachi
横川新町,ko,요코가와 신마치
横川新町,zh-ch,横川新町
横川新町,zh-tw,橫川新町
平谷,en,Hiradani
平谷,ko,히라다니
平谷,zh-ch,平谷
平谷,zh-tw,平谷
本町四丁目,en,Honmachi-yonchome (Honmachi 4)
本町四丁目,ko,혼마치 4초메
本町四丁目,zh-ch,本町四丁目
本町四丁目,zh-tw,本町四丁目
呉ポートピア,ja,呉ポートピア
呉ポートピア,ja-Hrkt,くれぽーとぴあ
女学院大学前,en,Jogakuin Daigaku-mae (Jogakuin Univ.)
女学院大学前,ko,여학원대학
女学院大学前,zh-ch,女学院大学前
女学院大学前,zh-tw,女學院大學前
苗代,ja,苗代
苗代,ja-Hrkt,なえしろ
呉本通り六丁目,ja,呉本通り六丁目
呉本通り六丁目,ja-Hrkt,くれほんどおりろくちょうめ
戸坂中学校,ja,戸坂中学校
戸坂中学校,ja-Hrkt,へさかちゅうがっこう
呉地橋,ja,呉地橋
呉地橋,ja-Hrkt,くれちばし
呉地橋,en,Kurechibashi
呉地橋,ko,구레치바시
呉地橋,zh-ch,吴地桥
呉地橋,zh-tw,吳地橋
北大新開,ja,北大新開
北大新開,ja-Hrkt,きたおおしんがい
北大新開,en,Kita-oshingai
北大新開,ko,기타오신가이
北大新開,zh-ch,北大新开
北大新開,zh-tw,北大新開
湯来南小学校,ja,湯来南小学校
湯来南小学校,ja-Hrkt,ゆきみなみしょうがっこう
湯来南小学校,en,Yuki-minami Shogakko (Yuki-minami Elementary School)
湯来南小学校,ko,유키 미나미 초등학교
湯来南小学校,zh-ch,汤来南小学
湯来南小学校,zh-tw,湯來南小學
湯来大野,ja,湯来大野
湯来大野,ja-Hrkt,ゆきおおの
曙町,ja,曙町
曙町,ja-Hrkt,あけぼのちょう
曙町,en,Akebonomachi
曙町,ko,아케보노마치
曙町,zh-ch,曙町
曙町,zh-tw,曙町
上石内,en,Kami-ishiuchi
上石内,ko,가미이시우치
上石内,zh-ch,上石内
上石内,zh-tw,上石內
仁保中学校前,en,Niho Chugakko-mae (Niho Junior High School)
仁保中学校前,ko,니호 중학교
仁保中学校前,zh-ch,仁保中学前
仁保中学校前,zh-tw,仁保中學前
藤の木一丁目集会所前,ja,藤の木一丁目集会所前
藤の木一丁目集会所前,ja-Hrkt,ふじのきいっちょうめしゅうかいしょまえ
大屋橋,en,Oyabashi
大屋橋,ko,오야바시
大屋橋,zh-ch,大屋桥
大屋橋,zh-tw,大屋橋
さくら野団地上,en,Sakurano Danchi-kami
さくら野団地上,ko,사쿠라노 단치 카미
さくら野団地上,zh-ch,樱野团地上
さくら野団地上,zh-tw,櫻野團地上
中八木,ja,中八木
中八木,ja-Hrkt,なかやぎ
矢野ニュータウン中,en,Yano New Town-naka
矢野ニュータウン中,ko,야노 뉴타운 나카
矢野ニュータウン中,zh-ch,矢野新城中
矢野ニュータウン中,zh-tw,矢野新城中
牛田本町一丁目,ja,牛田本町一丁目
牛田本町一丁目,ja-Hrkt,うしたほんまちいっちょうめ
苗代,en,Naeshiro
苗代,ko,나에시로
苗代,zh-ch,苗代
苗代,zh-tw,苗代
地毛,ja,地毛
地毛,ja-Hrkt,じげ
津伏,ja,津伏
津伏,ja-Hrkt,つぶし
浜田二丁目,ja,浜田二丁目
浜田二丁目,ja-Hrkt,はまだにちょうめ
府中永田,ja,府中永田
府中永田,ja-Hrkt,ふちゅうながた
府中永田,en,Fuchu Nagata
府中永田,ko,후추 나가타
府中永田,zh-ch,府中永田
府中永田,zh-tw,府中永田
槙原,ja,槙原
槙原,ja-Hrkt,まきはら
槙原,en,Makihara
槙原,ko,마키하라
槙原,zh-ch,槙原
槙原,zh-tw,槙原
商工センター１丁目,ja,商工センター１丁目
商工センター１丁目,ja-Hrkt,しょうこうせんたーいっちょうめ
上平岩,ja,上平岩
上平岩,ja-Hrkt,かみひらいわ
大町,ja,大町
大町,ja-Hrkt,おおまち
大町,en,Omachi
大町,ko,오마치
大町,zh-ch,大町
大町,zh-tw,大町
三段峡,ja,三段峡
三段峡,ja-Hrkt,さんだんきょう
三段峡,en,Sandankyo (Sandankyo Valley)
三段峡,ko,산단 협곡
三段峡,zh-ch,三段峡
三段峡,zh-tw,三段峽
戸河内下本郷,ja,戸河内下本郷
戸河内下本郷,ja-Hrkt,とごうちしもほんごう
一本木,en,Ippongi
一本木,ko,잇폰기
一本木,zh-ch,一本木
一本木,zh-tw,一本木
五日市中央二丁目,ja,五日市中央二丁目
五日市中央二丁目,ja-Hrkt,いつかいちちゅうおうにちょうめ
上峠,en,Kami-toge
上峠,ko,가미토게
上峠,zh-ch,上峠
上峠,zh-tw,上峠
向洋新町,ja,向洋新町
向洋新町,ja-Hrkt,むかいなだしんまち
向洋新町,en,Mukainada-shinmachi
向洋新町,ko,무카이나다 신마치
向洋新町,zh-ch,向洋新町
向洋新町,zh-tw,向洋新町
友和岩組分れ,ja,友和岩組分れ
友和岩組分れ,ja-Hrkt,ゆうわいわくみわかれ
飯室,ja,飯室
飯室,ja-Hrkt,いむろ
飯室,en,Imuro
飯室,ko,이무로
飯室,zh-ch,饭室
飯室,zh-tw,飯室
本浦入口,en,Honura-iriguchi
本浦入口,ko,혼우라 이리구치
本浦入口,zh-ch,本浦入口
本浦入口,zh-tw,本浦入口
井口一丁目,ja,井口一丁目
井口一丁目,ja-Hrkt,いのくちいっちょうめ
中大毛寺,ja,中大毛寺
中大毛寺,ja-Hrkt,なかおおもじ
大州四丁目,ja,大州四丁目
大州四丁目,ja-Hrkt,おおずよんちょうめ
広島文化学園大学,ja,広島文化学園大学
広島文化学園大学,ja-Hrkt,ひろしまぶんかがくえんだいがく
広島文化学園大学,en,Hiroshima Bunka Gakuen Daigaku
広島文化学園大学,ko,히로시마 문화학원 대학
広島文化学園大学,zh-ch,广岛文化学园大学
広島文化学園大学,zh-tw,廣島文化學園大學
大学病院入口,ja,大学病院入口
大学病院入口,ja-Hrkt,だいがくびょういんいりぐち
海上保安大学校入口,en,Kaijo Hoan Daigakko-iriguchi (Japan Coast Guard Academy)
海上保安大学校入口,ko,해상보안대학교
海上保安大学校入口,zh-ch,海上保安大学校入口
海上保安大学校入口,zh-tw,海上保安大學校入口
昭和市民センター,en,Showa Shimin Center (Showa Citizen Center)
昭和市民センター,ko,쇼와 시민센터
昭和市民センター,zh-ch,昭和市民中心
昭和市民センター,zh-tw,昭和市民中心
保健所前,en,Hokensho-mae
保健所前,ko,보건소
保健所前,zh-ch,保健所前
保健所前,zh-tw,保健所前
船場,ja,船場
船場,ja-Hrkt,ふなば
宮園西,en,Miyazono-nishi
宮園西,ko,미야조노 니시
宮園西,zh-ch,宫园西
宮園西,zh-tw,宮園西
下河内集会所前,ja,下河内集会所前
下河内集会所前,ja-Hrkt,しもごうちしゅうかいしょ
府中青崎東住宅前,en,Fuchu Aosaki-higashi Jutaku-mae
府中青崎東住宅前,ko,후추 아오사키 히가시 주타쿠 마에
府中青崎東住宅前,zh-ch,府中青崎东住宅前
府中青崎東住宅前,zh-tw,府中青崎東住宅前
附地,ja,附地
附地,ja-Hrkt,つけぢ
平岩,en,Hiraiwa
平岩,ko,히라이와
平岩,zh-ch,平岩
平岩,zh-tw,平巖
牛田本町六丁目,ja,牛田本町六丁目
牛田本町六丁目,ja-Hrkt,うしたほんまちろくちょうめ
下三宅,en,Shimo-miyake
下三宅,ko,시모미야케
下三宅,zh-ch,下三宅
下三宅,zh-tw,下三宅
鈴張,ja,鈴張
鈴張,ja-Hrkt,すずはり
広大附属学校前,en,Hirodai-Fuzokugakko-mae (Hiroshima Univ. School)
広大附属学校前,ko,히로다이후조쿠갓코 마에
広大附属学校前,zh-ch,广大附属学校前
広大附属学校前,zh-tw,廣大附屬學校前
田方東陽台,en,Tagata Toyodai
田方東陽台,ko,다가타 토요다이
田方東陽台,zh-ch,田方东阳台
田方東陽台,zh-tw,田方東陽臺
呉本通り八丁目,ja,呉本通り八丁目
呉本通り八丁目,ja-Hrkt,くれほんどおりはっちょうめ
上萩原,en,Kami-hagiwara
上萩原,ko,가미 하기와라
上萩原,zh-ch,上萩原
上萩原,zh-tw,上萩原
津浪,ja,津浪
津浪,ja-Hrkt,つなみ
粟柱入口,ja,粟柱入口
粟柱入口,ja-Hrkt,あわばしらいりぐち
天神川駅北,en,Tenjingawa Sta. North
天神川駅北,ko,덴진가와 역 북
天神川駅北,zh-ch,天神川站北
天神川駅北,zh-tw,天神川站北
江の川ＰＡ,ja,江の川ＰＡ
江の川ＰＡ,ja-Hrkt,ごうのかわぱーきんぐ
江の川ＰＡ,en,Gonokawa Parking
江の川ＰＡ,ko,고노카와 PA（휴게소)
江の川ＰＡ,zh-ch,江之川PA（休息处）
江の川ＰＡ,zh-tw,江之川PA（休息處）
荒神町,en,Kojinmachi
荒神町,ko,고진마치
荒神町,zh-ch,荒神町
荒神町,zh-tw,荒神町
南ハイツ入口,en,Minami Heights-iriguchi
南ハイツ入口,ko,미나미 하이츠 이리구치
南ハイツ入口,zh-ch,南公寓入口
南ハイツ入口,zh-tw,南公寓入口
百分,ja,百分
百分,ja-Hrkt,ひゃくぶ
百分,en,Hyakubu
百分,ko,햐쿠부
百分,zh-ch,百分
百分,zh-tw,百分
田方,en,Tagata
田方,ko,다가타
田方,zh-ch,田方
田方,zh-tw,田方
夢が丘中,ja,夢が丘中
夢が丘中,ja-Hrkt,ゆめがおかなか
池の浦,ja,池の浦
池の浦,ja-Hrkt,いけのうら
東堀越,ja,東堀越
東堀越,ja-Hrkt,ひがしほりこし
あいプラザ,ja,あいプラザ
あいプラザ,ja-Hrkt,あいぷらざ
桜ヶ丘団地入口,ja,桜ヶ丘団地入口
桜ヶ丘団地入口,ja-Hrkt,さくらがおかだんちいりぐち
桜ヶ丘団地入口,en,Sakuragaoka Danchi-iriguchi
桜ヶ丘団地入口,ko,사쿠라가오카 단치 이리구치
桜ヶ丘団地入口,zh-ch,樱丘团地入口
桜ヶ丘団地入口,zh-tw,櫻丘團地入口
西蟹屋,ja,西蟹屋
西蟹屋,ja-Hrkt,にしかにや
観音三菱,ja,観音三菱
観音三菱,ja-Hrkt,かんのんみつびし
上烏帽子,ja,上烏帽子
上烏帽子,ja-Hrkt,かみえぼし
加計新町,en,Kake Shinmachi
加計新町,ko,가케 신마치
加計新町,zh-ch,加计新町
加計新町,zh-tw,加計新町
楽々園,ja,楽々園
楽々園,ja-Hrkt,らくらくえん
薬師が丘団地下,ja,薬師が丘団地下
薬師が丘団地下,ja-Hrkt,やくしがおかだんちした
薬師が丘団地下,en,Yakushigaoka Danchi-shita
薬師が丘団地下,ko,야쿠시가오카 단치 시타
薬師が丘団地下,zh-ch,药师丘团地下
薬師が丘団地下,zh-tw,藥師丘團地下
天満町,en,Tenmacho
天満町,ko,덴마초
天満町,zh-ch,天满町
天満町,zh-tw,天滿町
ニュー旭ヶ丘,en,New Asahigaoka
ニュー旭ヶ丘,ko,뉴 아사히가오카
ニュー旭ヶ丘,zh-ch,新旭丘
ニュー旭ヶ丘,zh-tw,新旭丘
宮原１３丁目北,ja,宮原１３丁目北
宮原１３丁目北,ja-Hrkt,みやはらじゅうさんちょうめきた
玖波分れ,ja,玖波分れ
玖波分れ,ja-Hrkt,くばわかれ
湯来川角,en,Yuki Kawasumi
湯来川角,ko,유키카와스미
湯来川角,zh-ch,汤来川角
湯来川角,zh-tw,湯來川角
金城,en,Kanagi
金城,ko,가나기
金城,zh-ch,金城
金城,zh-tw,金城
安中央,ja,安中央
安中央,ja-Hrkt,やすちゅうおう
白川,ja,白川
白川,ja-Hrkt,しらかわ
白川,en,Shirakawa
白川,ko,시라카와
白川,zh-ch,白川
白川,zh-tw,白川
矢野駅前,en,Yano Sta.
矢野駅前,ko,야노 역
矢野駅前,zh-ch,矢野站前
矢野駅前,zh-tw,矢野站前
高橋,ja,高橋
高橋,ja-Hrkt,たかはし
井口四丁目,ja,井口四丁目
井口四丁目,ja-Hrkt,いのくちよんちょうめ
久地,ja,久地
久地,ja-Hrkt,くち
岡条,ja,岡条
岡条,ja-Hrkt,おかじょう
岡条,en,Okajo
岡条,ko,오카조
岡条,zh-ch,冈条
岡条,zh-tw,岡條
柞木,en,Hosogi
柞木,ko,호소기
柞木,zh-ch,柞木
柞木,zh-tw,柞木
東雲一丁目,en,Shinonome-itchome (Shinonome 1)
東雲一丁目,ko,시노노메 1초메
東雲一丁目,zh-ch,东云一丁目
東雲一丁目,zh-tw,東雲一丁目
高取,en,Takatori
高取,ko,다카토리
高取,zh-ch,高取
高取,zh-tw,高取
日赤病院前,en,Nisseki Byoin-mae (Red Cross Hospital)
日赤病院前,ko,닛세키보인 마에
日赤病院前,zh-ch,日赤医院前
日赤病院前,zh-tw,日赤醫院前
東雲本町三丁目,en,Shinonome-honmachi-sanchome (Shinonome-honmachi 3)
東雲本町三丁目,ko,시노노메 혼마치 3초메
東雲本町三丁目,zh-ch,东云本町三丁目
東雲本町三丁目,zh-tw,東雲本町三丁目
皇帝ハイツ入口,en,Kotei Heights-iriguchi
皇帝ハイツ入口,ko,고테 하이츠 이리구치
皇帝ハイツ入口,zh-ch,皇帝公寓入口
皇帝ハイツ入口,zh-tw,皇帝公寓入口
入船山公園,ja,入船山公園
入船山公園,ja-Hrkt,いりふねやまこうえん
入船山公園,en,Irifuneyama Koen (Irifuneyama Park)
入船山公園,ko,이리후네야마 공원
入船山公園,zh-ch,入船山公园
入船山公園,zh-tw,入船山公園
石が谷峡入口,en,Ishigatanikyo-iriguchi (Ishigatani Valley)
石が谷峡入口,ko,이시가타니쿄 계곡
石が谷峡入口,zh-ch,石谷峡入口
石が谷峡入口,zh-tw,石谷峽入口
北原,ja,北原
北原,ja-Hrkt,きたはら
鈴が台,en,Suzugadai
鈴が台,ko,스즈가다이
鈴が台,zh-ch,铃台
鈴が台,zh-tw,鈴臺
牛田東二丁目,ja,牛田東二丁目
牛田東二丁目,ja-Hrkt,うしたひがしにちょうめ
新白島駅,ja,新白島駅
新白島駅,ja-Hrkt,しんはくしまえき
新白島駅,en,Shin-hakushima Sta.
新白島駅,ko,신하쿠시마 역
新白島駅,zh-ch,新白岛站
新白島駅,zh-tw,新白島站
長楽寺,en,Chorakuji
長楽寺,ko,조라쿠지
長楽寺,zh-ch,长乐寺
長楽寺,zh-tw,長樂寺
萩原下,ja,萩原下
萩原下,ja-Hrkt,はぎはらしも
萩原下,en,Hagiwara-shimo
萩原下,ko,하기와라 시모
萩原下,zh-ch,萩原下
萩原下,zh-tw,萩原下
室積団地入口,ja,室積団地入口
室積団地入口,ja-Hrkt,むろづみだんちいりぐち
室積団地入口,en,Murozumi Danchi-iriguchi
室積団地入口,ko,무로즈미 단치 이리구치
室積団地入口,zh-ch,室积团地入口
室積団地入口,zh-tw,室積團地入口
戸石,en,Toishi
戸石,ko,도이시
戸石,zh-ch,户石
戸石,zh-tw,戶石
本町五丁目,ja,本町五丁目
本町五丁目,ja-Hrkt,ほんまちごちょうめ
向光石,ja,向光石
向光石,ja-Hrkt,むこうみついし
段原日出二丁目,ja,段原日出二丁目
段原日出二丁目,ja-Hrkt,だんばらひのでにちょうめ
段原日出二丁目,en,Dambara-hinode-nichome (Danbara-hinode 2)
段原日出二丁目,ko,단바라 히노데 2초메
段原日出二丁目,zh-ch,段原日出二丁目
段原日出二丁目,zh-tw,段原日出二丁目
郷原,en,Gohara
郷原,ko,고하라
郷原,zh-ch,乡原
郷原,zh-tw,鄉原
若林入口,ja,若林入口
若林入口,ja-Hrkt,わかばやしいりぐち
若林入口,en,Wakabayashi-iriguchi
若林入口,ko,와카바야시 이리구치
若林入口,zh-ch,若林入口
若林入口,zh-tw,若林入口
くすの木台,en,Kusunokidai
くすの木台,ko,구스노키다이
くすの木台,zh-ch,楠木台
くすの木台,zh-tw,楠木臺
宮ヶ迫団地入口,ja,宮ヶ迫団地入口
宮ヶ迫団地入口,ja-Hrkt,みやがさこだんちいりぐち
安佐動物公園,ja,安佐動物公園
安佐動物公園,ja-Hrkt,あさどうぶつこうえん
海老山公園前,ja,海老山公園前
海老山公園前,ja-Hrkt,かいろうやまこうえんまえ
矢野ニュータウン公園,en,Yano New Town Koen (Yano New Town Park)
矢野ニュータウン公園,ko,야노 뉴타운 공원
矢野ニュータウン公園,zh-ch,矢野新城公园
矢野ニュータウン公園,zh-tw,矢野新城公園
こころ北公園,ja,こころ北公園
こころ北公園,ja-Hrkt,こころきたこうえん
こころ北公園,en,Kokoro-kita Koen (Kokoro-kita Park)
こころ北公園,ko,고코로 키타 공원
こころ北公園,zh-ch,COCORO北公园
こころ北公園,zh-tw,COCORO北公園
佐伯支所,ja,佐伯支所
佐伯支所,ja-Hrkt,さえきししょ
北原,en,Kitahara
北原,ko,기타하라
北原,zh-ch,北原
北原,zh-tw,北原
下古市,ja,下古市
下古市,ja-Hrkt,しもふるいち
美土里,ja,美土里
美土里,ja-Hrkt,みどり
袋町,ja,袋町
袋町,ja-Hrkt,ふくろまち
豊平学園下,ja,豊平学園下
豊平学園下,ja-Hrkt,とよひらがくえんした
豊平学園下,en,Toyohira Gakuen-shita (Toyohira Gakuen School)
豊平学園下,ko,도요히라 학원
豊平学園下,zh-ch,丰平学园下
豊平学園下,zh-tw,豐平學園下
石内橋,ja,石内橋
石内橋,ja-Hrkt,いしうちばし
御幸橋,ja,御幸橋
御幸橋,ja-Hrkt,みゆきばし
龍頭神社前,ja,龍頭神社前
龍頭神社前,ja-Hrkt,りゅうづじんじゃまえ
龍頭神社前,en,Ryuzu Jinja-mae (Ryuzu Jinja Shrine)
龍頭神社前,ko,류즈진자 신사
龍頭神社前,zh-ch,龙头神社前
龍頭神社前,zh-tw,龍頭神社前
湯来温泉,ja,湯来温泉
湯来温泉,ja-Hrkt,ゆきおんせん
ゆりかご荘前,en,Yurikagoso-mae
ゆりかご荘前,ko,유리카고소 마에
ゆりかご荘前,zh-ch,摇篮庄前
ゆりかご荘前,zh-tw,搖籃莊前
府中中学校東門,en,Fuchu Chugakko-higashimon (Fuchu Junior High School)
府中中学校東門,ko,후추 중학교
府中中学校東門,zh-ch,府中中学东门
府中中学校東門,zh-tw,府中中學東門
丹那町,en,Tannacho
丹那町,ko,단나초
丹那町,zh-ch,丹那町
丹那町,zh-tw,丹那町
上平岩,en,Kami-hiraiwa
上平岩,ko,가미히라이와
上平岩,zh-ch,上平岩
上平岩,zh-tw,上平巖
西観音町,en,Nishi-kanonmachi
西観音町,ko,니시칸온마치
西観音町,zh-ch,西观音町
西観音町,zh-tw,西觀音町
宇和木新開,ja,宇和木新開
宇和木新開,ja-Hrkt,うわぎしんがい
宇和木新開,en,Uwagi-shingai
宇和木新開,ko,우와기 신가이
宇和木新開,zh-ch,宇和木新开
宇和木新開,zh-tw,宇和木新開
下行森,en,Shimo-yukimori
下行森,ko,시모유키모리
下行森,zh-ch,下行森
下行森,zh-tw,下行森
後山上,ja,後山上
後山上,ja-Hrkt,うしろやまかみ
府中町役場,en,Fuchu Choyakuba (Fuchu Town Office)
府中町役場,ko,후추 정 사무소（구스노키 플라자 마에)
府中町役場,zh-ch,府中町公所（楠木广场前）
府中町役場,zh-tw,府中町公所（楠木廣場前）
寒曳山ＰＡ,ja,寒曳山ＰＡ
寒曳山ＰＡ,ja-Hrkt,かんびきやまぱーきんぐ
寒曳山ＰＡ,en,Kambikiyama Parking
寒曳山ＰＡ,ko,간비키야마 PA
寒曳山ＰＡ,zh-ch,寒曳山PA
寒曳山ＰＡ,zh-tw,寒曳山PA
音戸市民センター,en,Ondo Shimin Center (Ondo Citizen Center)
音戸市民センター,ko,온도 시민 센터
音戸市民センター,zh-ch,音户市民中心
音戸市民センター,zh-tw,音戶市民中心
油木,ja,油木
油木,ja-Hrkt,ゆき
高須,ja,高須
高須,ja-Hrkt,たかす
仁方駅前,ja,仁方駅前
仁方駅前,ja-Hrkt,にがたえきまえ
仁方駅前,en,Nigata Sta.
仁方駅前,ko,니가타 역
仁方駅前,zh-ch,仁方站前
仁方駅前,zh-tw,仁方站前
功労碑前,ja,功労碑前
功労碑前,ja-Hrkt,こうろうひまえ
津浪,en,Tsunami
津浪,ko,쓰나미
津浪,zh-ch,津浪
津浪,zh-tw,津浪
己斐本町２丁目,ja,己斐本町２丁目
己斐本町２丁目,ja-Hrkt,こいほんまちにちょうめ
和知,ja,和知
和知,ja-Hrkt,わち（こうそく）
こころ産業団地中,ja,こころ産業団地中
こころ産業団地中,ja-Hrkt,こころさんぎょうだんちなか
こころ産業団地中,en,Kokoro Sangyodanchi-naka
こころ産業団地中,ko,고코로 산업단지
こころ産業団地中,zh-ch,COCORO产业团地中
こころ産業団地中,zh-tw,COCORO產業團地中
上町屋,ja,上町屋
上町屋,ja-Hrkt,かみまちや
出汐一丁目,en,Deshio-itchome (Deshio 1)
出汐一丁目,ko,데시오 1초메
